Date,Qty
Jan 13 2014 8:00 AM, 182.6
Jan 10 2014 8:00 AM, 180.8
Jan 6 2014 8:00 AM, 182.6
Jan 3 2014 1:06:05 PM, 182.4
Jan 1 2014 10:13:06 AM, 181.8
Dec 29 2013 7:27:23 AM, 182.2
Dec 27 2013 9:24:34 PM, 182.6
Dec 26 2013 8:05:54 AM, 182.8
